Bankrupt,Net_Value_Per_Share_(B),Net_Value_Per_Share_(A),Net_Value_Per_Share_(C),Operating_Profit_Growth_Rate,Total_Asset_Return_Growth_Rate_Ratio,Total_debt/Total_net_worth,Operating_profit/Paid-in_capital,Net_profit_before_tax/Paid-in_capital,Average_Collection_Days,Revenue_per_person,Total_income/Total_expense
0,0.237242426,0.237242426,0.237242426,0.84805378,0.263942311,0.013952343,0.153793541,0.215700173,0.000296306,0.457012764,0.002725207
0,0.233913447,0.233913447,0.233913447,0.848004372,0.263469085,0.005074823,0.10695849,0.181373954,0.005704966,0.453760851,0.002531756
0,0.187855548,0.187855548,0.187855548,0.847961621,0.263925216,0.01698903,0.10002117,0.171291758,0.001639505,0.453287899,0.002360721
0,0.261177363,0.261177363,0.261177363,0.848055662,0.264090729,0.007307198,0.118650968,0.206930096,0.007136971,0.446822261,0.002780517
0,0.211959041,0.211959041,0.211959041,0.848176196,0.264724806,0.014926271,0.15218949,0.222698137,0.002010956,0.441669727,0.002928566
0,0.19063672,0.19063672,0.19063672,0.848005324,0.263863829,0.009534101,0.115605713,0.177513008,0.003537745,0.441070458,0.002278537
0,0.220555392,0.220555392,0.220555392,0.848061827,0.264583382,0.012491451,0.109564056,0.205670764,0.004150852,0.437612914,0.003105481
0,0.244237495,0.244237495,0.244237495,0.848077684,0.26418009,0.009003365,0.142459329,0.210987105,0.000540524,0.431858173,0.003227412
0,0.195398424,0.195398424,0.195398424,0.84800296,0.263974948,0.009603407,0.106127966,0.179669708,0.003758053,0.425134028,0.002312081
0,0.225443513,0.225443513,0.225443513,0.848081296,0.264233707,0.009793998,0.147491328,0.222494533,0.000928199,0.42189974,0.003101894
0,0.216425772,0.216425772,0.216425772,0.84800843,0.264091506,0.012533399,0.115890697,0.203687505,0.005022693,0.401351292,0.002478956
0,0.154355063,0.154355063,0.154355063,0.848031382,0.264018463,0.024416601,0.099719902,0.172536008,0.007342763,0.389377671,0.002272433
0,0.21857486,0.21857486,0.21857486,0.847959104,0.263842848,0.002455795,0.096129106,0.181570017,0.01042879,0.389224917,0.004270026
0,0.205090388,0.205090388,0.205090388,0.848054792,0.263988935,0.010535387,0.114905467,0.189495513,0.0052208,0.387083413,0.002622154
0,0.215540854,0.215540854,0.215540854,0.848098095,0.263939203,0.012089295,0.123748107,0.200384586,0.004794699,0.384339703,0.002423782
0,0.212591126,0.212591126,0.212591126,0.848056156,0.264036335,0.010621107,0.130213168,0.190988613,0.002399484,0.369778065,0.002355148
0,0.195777675,0.195777675,0.195777675,0.848489328,0.265152963,0.021939832,0.156187405,0.23084232,0.000607983,0.362055139,0.00399324
0,0.24364755,0.24364755,0.24364755,0.848058462,0.264134244,0.014420157,0.158939535,0.225722042,0.004335296,0.358656346,0.003574447
0,0.292781594,0.292781594,0.292781594,0.848068614,0.264192523,0.001468188,0.098205416,0.18748209,0.009553534,0.355654128,0.005378783
0,0.230373773,0.230373773,0.230373773,0.847999454,0.263649362,0.032808981,0.150740144,0.220790287,0,0.355471997,0.002850542
0,0.152079558,0.152079558,0.152079558,0.848415686,0.264149008,0.032000109,0.099972316,0.174089435,0.006864574,0.352134894,0.00229612
0,0.228898909,0.228898909,0.228898909,0.848151397,0.264360367,0.024589865,0.12987933,0.200739009,0.000613107,0.345022987,0.002600341
0,0.147528549,0.147528549,0.147528549,0.848041957,0.265287394,0.023039605,0.088450828,0.165002639,0.00254721,0.343648194,0.00217341
0,0.250516202,0.250516202,0.250516202,0.848133704,0.264095391,0.008541023,0.116257104,0.201214086,0.006259153,0.335046928,0.002724786
0,0.264127091,0.264127091,0.264127091,0.848121376,0.264738793,0.013403369,0.216644682,0.292707941,0.005062826,0.33300824,0.003033322
0,0.182124647,0.182124647,0.182124647,0.848224381,0.265317699,0.008441624,0.100493429,0.171517985,0.000581512,0.332787921,0.00232939
0,0.196156926,0.196156926,0.196156926,0.848130399,0.264298203,0.032910203,0.143607406,0.2094563,0,0.326251781,0.002795823
0,0.19843243,0.19843243,0.19843243,0.848008054,0.26406664,0.005267238,0.106347811,0.18632079,0.008972022,0.324665482,0.003400854
0,0.181155451,0.181155451,0.181155451,0.848109859,0.264224382,0.022116744,0.123446838,0.197971495,0.004179884,0.324139653,0.002398785
0,0.172896212,0.172896212,0.172896212,0.848483317,0.266627814,0.055060688,0.11892781,0.186411281,0.008217166,0.323663763,0.002418482
0,0.2382959,0.2382959,0.2382959,0.848162408,0.266255605,0.008046763,0.231993095,0.318068019,0.002272252,0.321818956,0.002562941
0,0.234124141,0.234124141,0.234124141,0.848073308,0.26415367,0.009468443,0.130880844,0.202118996,0.003369525,0.321771955,0.002963268
0,0.23458767,0.23458767,0.23458767,0.847917836,0.263789232,0.015306541,0.094590193,0.214780182,0.0062694,0.315015496,0.002439724
0,0.216805023,0.216805023,0.216805023,0.848023312,0.264034004,0.009828651,0.122510463,0.190762386,0.001001635,0.312304099,0.0023537
0,0.189035439,0.189035439,0.189035439,0.848064991,0.264068194,0.013250166,0.117559887,0.187904381,0.000426101,0.305917777,0.002738618
0,0.176983692,0.176983692,0.176983692,0.847963433,0.263690546,0.018488223,0.103424691,0.169964558,0.001419197,0.304842619,0.002234151
0,0.186970629,0.186970629,0.186970629,0.848021065,0.263901905,0.026006073,0.123096715,0.192858759,0.000451718,0.302336854,0.002687011
0,0.348615735,0.348615735,0.348615735,0.848058345,0.264291986,0.0023491,0.351507157,0.416341151,0.003253393,0.301714084,0.00483539
0,0.18612785,0.18612785,0.18612785,0.848006254,0.263597299,0.008547406,0.128397414,0.198031823,0.002145019,0.296570363,0.002510198
0,0.218448443,0.218448443,0.218448443,0.848027382,0.263981164,0.01167802,0.124993893,0.196998718,0.002295307,0.293133381,0.003594381
1,0.142008344,0.142008344,0.142008344,0.848064638,0.263097653,0.009224049,0.092880291,0.146972325,0.000670319,0.292789683,0.001998805
1,0.211411234,0.211411234,0.211411234,0.847964774,0.263261611,0.01041319,0.130522579,0.182075258,0.001929834,0.291699837,0.002268309
0,0.217099996,0.217099996,0.217099996,0.848084202,0.264563956,0.004626159,0.118642826,0.208634341,0.008131775,0.289705213,0.002807732
0,0.199359488,0.199359488,0.199359488,0.848191465,0.264893427,0.024524207,0.140326021,0.209501546,0.002367036,0.284652556,0.002908754
0,0.198558847,0.198558847,0.202688467,0.848026347,0.264072857,0.015380407,0.11522302,0.184767363,0.00495011,0.284285358,0.002339798
0,0.197968901,0.197968901,0.197968901,0.848057415,0.263994374,0.010377625,0.118414839,0.18996305,0.006517033,0.282261357,0.002321295
0,0.229278159,0.229278159,0.229278159,0.848690186,0.265271076,0.000351088,0.116485091,0.198997059,0.002390091,0.280084603,0.01028413
0,0.189583246,0.189583246,0.189583246,0.848066579,0.26415367,0.021286898,0.129773479,0.199110173,0.002305554,0.279855471,0.002796485
0,0.18241962,0.18241962,0.18241962,0.848311563,0.264167657,0.009291531,0.106706076,0.180559535,0.008978853,0.268275487,0.00241344
0,0.256542076,0.256542076,0.256542076,0.848198253,0.264973464,0.006801083,0.176331689,0.264271171,0.004423249,0.266721502,0.003224002
0,0.200792213,0.200792213,0.200792213,0.84824005,0.265180937,0.006554866,0.17874998,0.246580198,0.002068168,0.266659812,0.002904496
0,0.187434158,0.187434158,0.187434158,0.848019547,0.263633821,0.02026555,0.129512922,0.199268532,0.000599444,0.265249769,0.003003086
0,0.241877713,0.241877713,0.241877713,0.847947575,0.263877816,0.001436271,0.097676161,0.183296886,0.011197308,0.264121734,0.003845965
0,0.229488854,0.229488854,0.229488854,0.847980197,0.263666457,0.015535433,0.109743189,0.180665108,0.002253466,0.262923197,0.002301512
0,0.177236526,0.177236526,0.177236526,0.847944964,0.263874708,0.013193628,0.098783526,0.173682226,0.007315438,0.262447307,0.002298601
0,0.179680587,0.179680587,0.179680587,0.84775954,0.263390602,0.004286014,0.093515397,0.154596184,0.00617547,0.262185861,0.002055148
0,0.163330665,0.163330665,0.163330665,0.847947575,0.263275598,0.002931816,0.09580341,0.158939748,0.003875893,0.261022575,0.002110513
0,0.208587923,0.208587923,0.208587923,0.848115729,0.264332393,0.024892622,0.142467471,0.21260086,0.000202376,0.259935667,0.003189131
0,0.18815052,0.18815052,0.18815052,0.848286483,0.264222051,0.011197439,0.112821014,0.189593545,0.004968896,0.257400526,0.002439015
0,0.213518183,0.213518183,0.213518183,0.848582993,0.265990629,0.007128462,0.163360855,0.223836815,0.00093503,0.256716067,0.002980126
0,0.222198812,0.222198812,0.222198812,0.848251156,0.264301311,0.002775878,0.101242529,0.185114245,0.006371015,0.253887167,0.002362142
0,0.325565716,0.325565716,0.325565716,0.8508374,0.26697438,0.005159631,0.371488593,0.442266797,0.002992951,0.253252648,0.004508359
0,0.149593359,0.149593359,0.149593359,0.848187442,0.266893567,0.022464184,0.096316381,0.170703567,0.004088516,0.253252648,0.002257611
0,0.202688467,0.202688467,0.202688467,0.848033946,0.264123365,0.007818784,0.113513117,0.189314531,0.005312168,0.25083501,0.002628578
0,0.216594328,0.216594328,0.216594328,0.848327739,0.264476925,0.006588606,0.102561597,0.19162205,0.000927345,0.250582377,0.002783253
0,0.179891281,0.179891281,0.179891281,0.847952716,0.26393221,0.030230989,0.099793183,0.180687731,0.004301993,0.249883231,0.002269973
0,0.225612069,0.225612069,0.225612069,0.848017335,0.263946197,0.02890506,0.12392724,0.190430586,0.000179321,0.249709913,0.002474225
0,0.207281615,0.207281615,0.207281615,0.847981397,0.263748825,0.015399557,0.107780872,0.172294699,0.004057775,0.246199492,0.002248908
0,0.191353082,0.191353082,0.191353082,0.84802717,0.263898019,0.010481584,0.114620483,0.184789986,0.000298014,0.245644287,0.0026602
0,0.28060343,0.28060343,0.28060343,0.848056733,0.264382902,0.015288303,0.201939518,0.269308499,0.001767592,0.245015643,0.002672055
0,0.201129325,0.201129325,0.201129325,0.848198618,0.264242255,0.015372199,0.120564431,0.183734258,0.005000491,0.244904014,0.002304145
0,0.195609119,0.195609119,0.195609119,0.848231639,0.264434964,0.003783547,0.111681079,0.184397858,0.008054923,0.244710133,0.003077392
0,0.213138932,0.213138932,0.213138932,0.848066203,0.263973394,0.006431757,0.111998632,0.18316869,0.000771934,0.244016862,0.002601051
0,0.170030761,0.170030761,0.170030761,0.847819513,0.262740207,0.014423805,0.078997508,0.141165825,0.002940863,0.243050394,0.001935953
0,0.219459778,0.219459778,0.219459778,0.848079155,0.264213504,0.005977622,0.119685052,0.19178795,0.000979434,0.239945361,0.002955937
0,0.180986895,0.180986895,0.180986895,0.850188854,0.26642034,0.018267538,0.133290993,0.196440691,0.002618085,0.237889047,0.00262378
0,0.202604189,0.202604189,0.202604189,0.847836147,0.263515708,0.007649167,0.090405003,0.171269135,0.000888919,0.237137024,0.002268427
0,0.199865155,0.199865155,0.199865155,0.848152844,0.264501791,0.020004742,0.127974009,0.200588191,0.000896604,0.236047178,0.002958927
0,0.230710884,0.230710884,0.230710884,0.848058709,0.264074411,0.015986832,0.116493234,0.197911168,0.004997929,0.235380345,0.002459083
0,0.263495007,0.263495007,0.263495007,0.848047486,0.264619126,0.008135219,0.218436009,0.272264535,0.001536182,0.234055491,0.002589307
0,0.166280393,0.166280393,0.166280393,0.848210558,0.264363475,0.015193463,0.101250672,0.169662921,0.002916953,0.233961488,0.002232284
0,0.252159622,0.252159622,0.252159622,0.847984479,0.263218096,0.003390511,0.136425815,0.214636905,0.003952745,0.233623665,0.002473065
0,0.217605663,0.217605663,0.217605663,0.848019994,0.264002145,0.007934597,0.153199147,0.222848956,0.001226213,0.233062585,0.003579917
0,0.131937129,0.131937129,0.131937129,0.847498828,0.261424653,0.064468945,0.048553097,0.121174874,0.002146727,0.232906893,0.00077203
0,0.169862206,0.169862206,0.169862206,0.847920671,0.263735615,0.010120464,0.095249727,0.166872785,0.003644484,0.230686074,0.002215006
0,0.208967174,0.208967174,0.209009313,0.848205606,0.269602381,0.006301352,0.142744313,0.215654928,0.001458477,0.230104431,0.00295328
0,0.187560575,0.187560575,0.187560575,0.848075426,0.264048768,0.017333735,0.135000896,0.200482618,0.001935812,0.229182028,0.002669679
0,0.282963213,0.282963213,0.282963213,0.848070297,0.26337273,0.010829936,0.176144414,0.204253073,0.007439255,0.227592791,0.002272072
0,0.185622182,0.185622182,0.185622182,0.847989749,0.263808658,0.023963377,0.118830101,0.186916522,0.002302993,0.221294596,0.002629123
0,0.221988117,0.221988117,0.221988117,0.848068991,0.264114041,0.016254024,0.126109401,0.191901063,0.005076489,0.218879897,0.002420327
0,0.186970629,0.186970629,0.186970629,0.848281742,0.2643728,0.006293145,0.096405947,0.170326521,0.007181375,0.218462759,0.002263534
0,0.225232818,0.225232818,0.225232818,0.848037887,0.263974948,0.005831715,0.122021919,0.190046,0.003629113,0.218263003,0.002378712
0,0.222409507,0.222409507,0.222409507,0.848148562,0.26439922,0.009364484,0.139894475,0.207902873,0.003093712,0.218171937,0.002416749
0,0.195019173,0.195019173,0.195019173,0.848184336,0.264108601,0.009437438,0.095982543,0.16948194,0.000212623,0.217469853,0.002260609
0,0.213138932,0.213138932,0.213138932,0.848478423,0.2645997,0.005182429,0.113276988,0.183990649,0.000218601,0.215172657,0.002724999
0,0.194134255,0.194134255,0.194134255,0.847964786,0.26342013,0.00257252,0.109588483,0.187911922,0.001371378,0.213054654,0.002489269
0,0.191605916,0.191605916,0.191605916,0.848422627,0.264218943,0.012787824,0.102016057,0.176231053,0.001040915,0.211697487,0.00262457
0,0.210104926,0.210104926,0.210104926,0.848046145,0.264033227,0.01168258,0.123275848,0.191395822,0.004220018,0.211121719,0.002398017
0,0.197252539,0.197252539,0.197252539,0.848404593,0.263650139,0.040125298,0.125116029,0.185144408,0.000432932,0.210992465,0.00236591
0,0.180902617,0.180902617,0.180902617,0.847986973,0.263464423,0.015782562,0.118952237,0.185808008,0.002391799,0.210240442,0.002451193
0,0.207787282,0.207787282,0.207787282,0.848345114,0.265604432,0.008446183,0.133494553,0.218520474,0.003934813,0.209555983,0.00245359
0,0.245880915,0.245880915,0.245880915,0.848003807,0.264000591,0.008461686,0.104499487,0.200739009,0.005840737,0.209356227,0.002481247
0,0.22514854,0.22514854,0.22514854,0.848022817,0.264159887,0.013426167,0.13120654,0.211341528,0.004549627,0.208748146,0.002429926
0,0.41494248,0.41494248,0.41494248,0.848020771,0.263827307,0.001503753,0.254922077,0.328678079,0.003647045,0.208636517,0.004568132
0,0.19063672,0.19063672,0.19063672,0.847962645,0.264462938,0.004158345,0.096560653,0.173719931,0.00523617,0.207435043,0.002506004
0,0.21157979,0.21157979,0.21157979,0.848481176,0.266062895,0.01463537,0.196239842,0.257838775,0.000748024,0.207214723,0.0024377
0,0.188108381,0.188108381,0.188108381,0.848696091,0.265802581,0.011818455,0.144079665,0.212744137,0.001134845,0.204794148,0.002782563
0,0.206691669,0.206691669,0.206691669,0.848201229,0.264388341,0.015284655,0.128429984,0.201591132,0.005506005,0.203096221,0.002314527
0,0.219628334,0.219628334,0.219628334,0.848292635,0.265630852,0.007334555,0.197583337,0.258841716,0.002110863,0.202790711,0.002590327
0,0.17955417,0.17955417,0.17955417,0.84764823,0.26320644,0.00723698,0.083378117,0.165123294,0.001646337,0.202444076,0.002230152
0,0.317306477,0.317306477,0.317306477,0.848106424,0.2645523,0.005416792,0.207118081,0.278696931,0.006056776,0.201086909,0.002738204
0,0.182335342,0.182335342,0.182335342,0.848003877,0.263855281,0.005469683,0.108619538,0.181532313,0.001680493,0.199726804,0.00246822
0,0.180565505,0.180565505,0.180565505,0.84795561,0.26379234,0.006502886,0.0969922,0.176751376,0.003576171,0.198883715,0.002646513
0,0.345371034,0.345371034,0.345371034,0.848171761,0.266411793,0.00237281,0.32015894,0.37902119,0.003551407,0.197937811,0.003837875
0,0.186338545,0.186338545,0.188866883,0.848043298,0.264158333,0.010337501,0.115605713,0.187828972,0.003528352,0.196897904,0.002610155
0,0.221819561,0.221819561,0.221819561,0.848055039,0.264163772,0.008128836,0.113903952,0.199147877,0.011255374,0.19613413,0.003076734
0,0.183768067,0.183768067,0.183768067,0.848018653,0.26411948,0.01485879,0.101087824,0.18043134,0.004944133,0.196101817,0.002377394
0,0.175761662,0.175761662,0.175761662,0.848003042,0.263849842,0.019488596,0.111713648,0.186780786,0.002158682,0.19596375,0.002290367
0,0.176857275,0.176857275,0.176857275,0.848000337,0.26363926,0.013512799,0.130302734,0.190611568,0.003933959,0.195925561,0.002309068
0,0.201340019,0.201340019,0.201340019,0.848094872,0.263808658,0.026286032,0.109417493,0.175356308,0.000802674,0.19537917,0.002325315
0,0.199106654,0.199106654,0.199106654,0.848060533,0.26407208,0.016029692,0.146139691,0.210564814,0.002864011,0.195367419,0.002387956
0,0.305381147,0.305381147,0.305381147,0.848121035,0.264213504,0.007943716,0.130188741,0.235789156,0.005540161,0.195032534,0.002524749
0,0.194134255,0.194134255,0.194134255,0.848458389,0.264462161,0.006991674,0.100493429,0.194457432,0.001931542,0.194782839,0.002899552
0,0.27567317,0.27567317,0.27567317,0.847942846,0.26319323,0.011990808,0.112869868,0.176834326,0.002379844,0.194765213,0.002241126
0,0.166828199,0.166828199,0.166828199,0.847879909,0.263993597,0.006280378,0.088059993,0.161269889,0.002690667,0.194700586,0.001759211
1,0.147949939,0.147949939,0.147949939,0.84805745,0.26475278,0.019468534,0.074266777,0.135427193,0.0053301,0.194083692,0.002083592
0,0.171084236,0.171084236,0.171084236,0.847902555,0.26331989,0.004248625,0.094134219,0.165892467,0.022148691,0.193833997,0.002031374
0,0.213476044,0.213476044,0.213476044,0.848036087,0.26397961,0.004471133,0.106274529,0.177120881,0.000832561,0.193831059,0.002419098
0,0.171421348,0.171421348,0.171421348,0.848162467,0.264457499,0.00808324,0.100355008,0.173591735,0.009878873,0.193560801,0.002369396
0,0.175677384,0.175677384,0.175677384,0.847919918,0.263251509,0.004651693,0.095184588,0.165847221,0.002542941,0.191116725,0.00207119
0,0.189667523,0.189667523,0.189667523,0.848102459,0.264596592,0.001273949,0.144389076,0.210346128,0.003669247,0.190123819,0.002569853
0,0.187223463,0.187223463,0.187223463,0.848130022,0.264640107,0.003525474,0.141873076,0.210723173,0.003072365,0.18964793,0.004569038
0,0.228266824,0.228266824,0.228266824,0.848072826,0.264397666,0.004692729,0.162856026,0.231724606,0.000332171,0.187294919,0.003563925
0,0.193755004,0.193755004,0.193755004,0.848048498,0.265055054,0.001313162,0.137443614,0.217789005,0.004007395,0.187215604,0.002920209
0,0.188656188,0.188656188,0.188656188,0.848021512,0.263989712,0.012187782,0.109629195,0.188583063,0.006006396,0.187206792,0.002439728
0,0.204036914,0.204036914,0.204036914,0.848234968,0.264511116,0.005673041,0.097782012,0.173531408,0.003920296,0.187200917,0.002293653
0,0.189541107,0.189541107,0.189541107,0.848037005,0.264108601,0.002159421,0.127615744,0.209184828,0.004087662,0.186742652,0.002773615
0,0.190973832,0.190973832,0.190973832,0.84802817,0.267145333,0.020124203,0.069544189,0.192474172,0.006193402,0.186557584,0.00236952
0,0.169609372,0.169609372,0.169609372,0.848467047,0.264600477,0.020075872,0.113244418,0.177286781,0.003951891,0.185432487,0.002307708
0,0.172601239,0.172601239,0.172601239,0.848113341,0.264073634,0.013686975,0.101657791,0.173983862,0.001231337,0.18408707,0.002365104
0,0.191479499,0.191479499,0.191479499,0.858436237,0.264967247,0.022247148,0.125189311,0.192715481,0.004283207,0.184034194,0.002606739
0,0.177278665,0.177278665,0.177278665,0.847995749,0.263893357,0.003004769,0.097692445,0.173109117,0.003149216,0.183666995,0.002520902
0,0.179680587,0.179680587,0.179680587,0.848156221,0.264083735,0.011312341,0.10756917,0.17703039,0.001386748,0.182882658,0.002433265
0,0.177615777,0.177615777,0.177615777,0.848025429,0.263970285,0.012585378,0.103098995,0.177829726,0.012268964,0.182785717,0.002453539
0,0.20129788,0.20129788,0.20129788,0.848067144,0.264225159,0.009313417,0.140977413,0.212962823,0.006838957,0.18269759,0.002602084
0,0.198221735,0.198221735,0.198221735,0.847980679,0.263696762,0.016885983,0.109042943,0.173614358,0.00732227,0.182118884,0.002253137
0,0.227129072,0.227129072,0.227129072,0.848009277,0.263560777,0.009376339,0.118227564,0.179126763,0.003889555,0.181020225,0.002300996
0,0.208250811,0.208250811,0.208250811,0.84907562,0.265070595,0.01203458,0.102431319,0.208475982,0.004009103,0.179251796,0.002555524
0,0.219544056,0.219544056,0.219544056,0.848076743,0.264057316,0.009761169,0.126720081,0.205067491,0.005664832,0.178367581,0.00257357
1,0.192069445,0.192069445,0.192069445,0.848123164,0.264281885,0.032249975,0.127265621,0.197647236,0.006739904,0.177797688,0.002820448
0,0.193122919,0.193122919,0.193122919,0.847973079,0.263653247,0.007749478,0.11103783,0.183794586,0.003691449,0.177653746,0.002339221
0,0.197126122,0.197126122,0.197126122,0.848620614,0.264065863,0.015428738,0.099964173,0.172739612,0.000424393,0.176851784,0.002335659
0,0.193038641,0.193038641,0.193038641,0.848108224,0.264694501,0.002077349,0.125474294,0.204207827,0.003039916,0.174278454,0.002897312
0,0.191142388,0.191142388,0.192111584,0.848068309,0.264229045,0.015933941,0.111868354,0.185966368,0.006159245,0.17399057,0.00235631
0,0.20420547,0.20420547,0.20420547,0.848193971,0.264906637,0.002781349,0.144755484,0.219719478,0.002188569,0.173840753,0.002670044
0,0.217310691,0.217310691,0.217310691,0.848082978,0.264027787,0.006481,0.115068315,0.177965463,0.007456333,0.172465961,0.002287785
0,0.218911972,0.218911972,0.218911972,0.84802177,0.263981941,0.006058782,0.104979888,0.192768268,0.006900438,0.172142826,0.002489719
0,0.166954616,0.166954616,0.166954616,0.848168879,0.265901267,0.011874994,0.096837494,0.178810044,0.005979071,0.17213695,0.002420114
0,0.197378956,0.197378956,0.197378956,0.848197794,0.264474594,0.003005681,0.101152963,0.189570922,0.002875112,0.171102918,0.002981831
0,0.170452151,0.170452151,0.170452151,0.847967609,0.264377462,0.014786748,0.097643591,0.176562853,0.003362694,0.170562402,0.002308279
0,0.173865408,0.173865408,0.173865408,0.850124928,0.264258573,0.013950519,0.103962089,0.178003167,0.012018769,0.170394959,0.002490792
0,0.161518689,0.161518689,0.161518689,0.848313904,0.264511116,0.033960733,0.107780872,0.180031672,0.000970895,0.169592997,0.002898293
0,0.210694872,0.210694872,0.210694872,0.849066667,0.264323068,0.005616502,0.107463319,0.181652967,0.007780819,0.169501931,0.002326761
0,0.222957313,0.222957313,0.222957313,0.848020335,0.263870045,0.0047976,0.120385298,0.204351105,0.004806654,0.16913767,0.002840203
0,0.212211875,0.212211875,0.212211875,0.848024064,0.264080627,0.00801667,0.107723875,0.196621673,0.005582003,0.169037792,0.002479921
0,0.229446715,0.229446715,0.229446715,0.848109271,0.264208841,0.009775759,0.124383214,0.189865018,0.004337004,0.168664718,0.002392876
0,0.17871139,0.17871139,0.17871139,0.848038299,0.263974171,0.00863495,0.103538685,0.177414976,0.013560929,0.168326895,0.002424681
0,0.203489107,0.203489107,0.203489107,0.848100789,0.264476925,0.009475738,0.118504405,0.192986954,0.008053216,0.167812817,0.002706302
0,0.157810459,0.157810459,0.157810459,0.847581352,0.262501651,0.006343301,0.081603075,0.14801297,0.010422813,0.167660062,0.001952279
0,0.333403565,0.333403565,0.333403565,0.848081637,0.264452837,0.004928916,0.222702623,0.283010331,0.003090297,0.167630686,0.002683771
0,0.190763137,0.190763137,0.190763137,0.848065756,0.264121811,0.006741809,0.113464263,0.191780409,0.01013163,0.166000323,0.002567793
0,0.251401121,0.251401121,0.251401121,0.850147398,0.265075258,0.009487593,0.107153908,0.228504638,0.007100253,0.165941571,0.0030141
0,0.174413215,0.174413215,0.174413215,0.848026053,0.264008361,0.034179593,0.116900353,0.171442576,0.00304077,0.165633124,0.002233665
0,0.265686233,0.265686233,0.265686233,0.848293047,0.26762089,0.009473003,0.170509877,0.245984466,0.003280718,0.16508967,0.002664612
0,0.171379209,0.171379209,0.171379209,0.848011736,0.264007584,0.028516583,0.09808328,0.173885831,0.007379481,0.164566779,0.002249288
0,0.178079306,0.178079306,0.178079306,0.848220816,0.264344049,0.014489463,0.134561206,0.194231204,0.003033085,0.164560904,0.002343648
0,0.22514854,0.22514854,0.22514854,0.848028417,0.264034781,0.007468607,0.120751706,0.202548827,0.006397486,0.164234831,0.002506539
1,0.173022629,0.173022629,0.173022629,0.848016371,0.263555338,0.0170939,0.110353868,0.164987557,0.001362839,0.16394401,0.002192898
0,0.227887573,0.227887573,0.227887573,0.848056698,0.264200294,0.004903382,0.120295732,0.204667823,0.010267402,0.163879383,0.003322496
1,0.167544562,0.167544562,0.167544562,0.847819419,0.262770512,0.023778258,0.07774358,0.11699721,0.006949111,0.162948166,0.002111973
0,0.184189457,0.184189457,0.184189457,0.84828913,0.264743455,0.010997729,0.10539515,0.175718272,0.000291183,0.1628336,0.002444447
